Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo
@IdentidadNL,Identidad Nuevo León,"Jun 20, 2024 · 2:22 AM UTC",lluvias dos menores de años de edad perdieron la vida mientras jugaban en sus bicicletas bajo la lluvia y tocaron unos cables eléctricos en el municipio de allende mtyfollow qepd albert tormentatropical identidadnlcom,3,1,0,0,https://twitter.com/IdentidadNL/status/1803614339514941907#m,['https://pbs.twimg.com/media/GQe5rvHXoAAnk-l.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 6:34 PM UTC",llegan las lluvias a nuevo león las primeras precipitaciones del potencial ciclón ya se registran en la zona del municipio de linares lluvia ciclon nuevoleón precaución mtyfollow identidadnlcom,2,1,0,0,https://twitter.com/IdentidadNL/status/1803496668694016253#m,,['https://video.twimg.com/ext_tw_video/1803496635034411008/pu/pl/eurPLfMLa1m7Ayu1.m3u8?tag=12'],,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 19, 2024 · 2:01 PM UTC",alerta hoy llegan las lluvias a nuevo león el gobernador samuel garcía anunció que se esperan lluvias intensas para las de la tarde gracias al potencial ciclón que se forma en el golfo samuelgarcias ayd saludnl lluvias tormenta mtyfollow identidadnlcom,2,1,0,0,https://twitter.com/IdentidadNL/status/1803427996176371971#m,['https://pbs.twimg.com/media/GQcPVC3WMAAn5TP.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 10:29 PM UTC",dentro de las previsiones por la llegada de fuertes lluvias al estado samuel garcía anunció que se cancelarán las clases y algunos trabajos últimahora lluvias huracán sequía mtyfollow identidadnlcom,3,2,0,0,https://twitter.com/IdentidadNL/status/1802830834266960222#m,['https://pbs.twimg.com/media/GQTwt1vXkAAI_DK.jpg'],,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 17, 2024 · 7:47 PM UTC",esta tarde el gobernador samuelgarcias anunciará los planes del estado ante la inminente llegada de fuertes lluvias para la próxima semana lluvias huracán nuevoleón mtyfollow identidadnlcom,6,1,1,0,https://twitter.com/IdentidadNL/status/1802790240748491109#m,,['https://video.twimg.com/ext_tw_video/1802790209639063552/pu/pl/fD5UDJj_KsS0dXv9.m3u8?tag=12'],,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 15, 2024 · 6:32 AM UTC",así se alejó claudia sheinbaum de lugar donde sus elementos de avanzada chocaron a un vehículo resultando una persona sin vida y una más con lesiones de consideración claudia amlo monclova pastadeconchos qepd accidente identidasnlcom video funesta,0,0,0,0,https://twitter.com/IdentidadNL/status/1801865318987415811#m,,['https://video.twimg.com/ext_tw_video/1801863037961351168/pu/pl/U3b2dDLBprkuKn5K.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 14, 2024 · 6:47 PM UTC",muere elemento de avanzada de claudia sheinbaum en accidente carretero cuando se dirigían a la gira en donde acompañará al presidente amlo sobrevino un accidente y la presidenta electa llegó al lugar a prestar auxilio claudia qepd amlo mtyfollow identidadnlcom,0,1,0,0,https://twitter.com/IdentidadNL/status/1801688011966713983#m,['https://pbs.twimg.com/media/GQDhM05WkAAvHWk.jpg'],,,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:38 AM UTC",lamentable momento del accidente en el rich de san luis potosí donde perdieron la vida dos personas instantáneamente y otras resultaron heridas de gravedad sanluispotosí rich accidente lesionados qepd mtyfollow identidadnlcom,22,6,1,0,https://twitter.com/IdentidadNL/status/1799632160669970820#m,,['https://video.twimg.com/ext_tw_video/1799631589145534464/pu/pl/RO5m6sdRpIN2e-Mm.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:27 AM UTC",trenazo tren embiste camión de personal en garcía nl a pesar de lo aparatoso del accidente solo una persona resultó con lesiones menores accidente garcíanl viral vecinosgarcia cuidadoconeltren pcnuevoleon mtyfollow desdecamion identidadnlcom,3,0,0,0,https://twitter.com/IdentidadNL/status/1799629317036441750#m,,['https://video.twimg.com/ext_tw_video/1799628793620914176/pu/pl/C6ky-tN6omr1NNXm.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 8, 2024 · 11:15 PM UTC",peligro en la sierra de santiago nl la lluvia y los escurrimientos mantienen en alerta a las comunidades de las partes altas del municipio riesgo inundaciones lluvia santiago nuevoleón mtyfollow identidadnlcom,0,0,0,0,https://twitter.com/IdentidadNL/status/1799581023316983940#m,,['https://video.twimg.com/ext_tw_video/1799580999501668353/pu/pl/NbPfLmr9_YuHRNMU.m3u8?tag=12'],,inundación
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:24 AM UTC",reportan desplome de un elevador en el tec de monterrey unidades de rescate se dirigen al lugar se desconoce si hay lesionados tecdemonterrey caidadeelevador accidente mtyfollow identidadnlcom,1,2,0,0,https://twitter.com/IdentidadNL/status/1798949109292003472#m,,['https://video.twimg.com/ext_tw_video/1798948670081249280/pu/pl/qbZHxomUdfQ4dAwi.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:17 AM UTC",sacude tromba a monterrey y área metropolitana inundaciones árboles caídos postes derribados y muchos sectores sin luz fue el saldo de una tromba que azotó monterrey lluvia tromba pcnuevoleon pcmty sanpedro identidaanlcom mtyfollow,8,5,0,0,https://twitter.com/IdentidadNL/status/1798947260941910434#m,,['https://video.twimg.com/ext_tw_video/1798947179333312513/pu/pl/DXWC8x9qV-VCzcIL.m3u8?tag=12'],,inundación
@IdentidadNL,Identidad Nuevo León,"Jun 5, 2024 · 12:16 AM UTC",mujer muere golpeada por locomotora empress accidente tren kcsg,1,0,0,0,https://twitter.com/IdentidadNL/status/1798146726240624701#m,,,,no se relaciona
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 7:20 PM UTC",revelan fotografías de apodaca del día de ayer durante las fuertes lluvias,83,11,2,2,https://twitter.com/MtyFollow/status/1804232944187547807#m,['https://pbs.twimg.com/media/GQnsJovWIAA1OPN.jpg'],,,lluvia
@PorvenirMx,El Porvenir MX,"Jun 21, 2024 · 7:19 PM UTC",seguridad elementos de pcnuevoleon rescataron en helicóptero a personas que se encontraban atrapadas por las fuertes lluvias en las cabañas puerta la boca en montemorelos mtyfollow,6,2,1,0,https://twitter.com/PorvenirMx/status/1804232593195307460#m,"['https://pbs.twimg.com/media/GQnr7CpWIAAExec.jpg', 'https://pbs.twimg.com/media/GQnr7ueWQAEiO4r.jpg']",,,lluvia
@fannyibarra,fannyibarra,"Jun 21, 2024 · 6:10 PM UTC",ironías de la vida lluvia y sin agua cumbres sec mty poniente ccp cicmty aydmonterrey mtyleones judithmedrano mtyfollow,2,2,0,0,https://twitter.com/fannyibarra/status/1804215232656498906#m,,,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 5:20 PM UTC",aprovecha samuel recuento de daños para pedir al congreso que voten el presupuesto el gobernador dijo que así los municipios tendrían recursos para su reconstrucción hará llegar de nuevo el presupuesto el lunes mtyfollow lluvias alberto identidadnlcom,3,1,1,0,https://twitter.com/IdentidadNL/status/1804202721794281953#m,['https://pbs.twimg.com/media/GQnPLjAX0AArJik.jpg'],,,lluvia
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 3:59 AM UTC",fuertes lluvias se llevan carro se recomienda discreción,61,6,2,1,https://twitter.com/MtyFollow/status/1804001204071989508#m,,['https://video.twimg.com/amplify_video/1804001140171747328/pl/Uqeb_5PQx24Iz-in.m3u8?tag=16'],,lluvia
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 11:56 AM UTC",buenos días sigue ligera lluvia,17,0,2,0,https://twitter.com/MtyFollow/status/1804121085815738700#m,['https://pbs.twimg.com/media/GQmGkHAWIAAcD78.jpg'],,,lluvia
@josuegonzaleztv,Josué González,"Jun 21, 2024 · 4:40 AM UTC",incendio de auto en rangel frías y linconl mtyfollow rayelizalder,45,15,2,1,https://twitter.com/josuegonzaleztv/status/1804011485879804288#m,,['https://video.twimg.com/ext_tw_video/1804011461867352065/pu/pl/_VoOoyVw4sGslPRz.m3u8?tag=12'],,eléctrico
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,16,7,1,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,no se relaciona
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,1721,330,49,76,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,,lluvia
@ShiirleyHdez,ShirleyHernandez,"Jun 21, 2024 · 12:09 AM UTC",salva protección civil aramberri a mujer con su perro ante las inundaciones provocadas por la tormenta tropical alberto protección civil de aramberri rescató a una mujer que se quedó atrapada en el agua con su perrito mtyfollow comunidadmty aztecacomunidad,23,6,3,1,https://twitter.com/ShiirleyHdez/status/1803943380436815943#m,,['https://video.twimg.com/ext_tw_video/1803943358928420864/pu/pl/gEt0Rhc1PXbGFfBR.m3u8?tag=12'],,inundación
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",cuáles son los beneficios de las lluvias provocadas por la tormenta alberto qué acciones estamos realizando para minimizar las fallas eléctricas en sistemas de bombeo habrá más precipitaciones importantes estos son los datos que debes conocer del nlinforma,34,4,19,1,https://twitter.com/ayd_monterrey/status/1803981637971251536#m,['https://pbs.twimg.com/media/GQkHBywakAEJhud.jpg'],,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 22, 2024 · 12:46 AM UTC",así se encuentra la presa la boca con sus niveles a tope a la altura del malecón cabe mencionar que esto es el acumulado de días y se pronostican lluvias intensas el domingo presalaboca mtynl agua,4,0,0,0,https://twitter.com/ayd_monterrey/status/1804314946181734898#m,,['https://video.twimg.com/ext_tw_video/1804314907854192640/pu/pl/eManaIi1rjPxRsrx.m3u8?tag=12'],,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",con lo que se cerraría con un promedio de hasta mm de lluvias extraordinarias,6,0,0,0,https://twitter.com/ayd_monterrey/status/1803981653263688189#m,,,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",a pesar de la turbiedad que se presenta en las presas por las lluvias las plantas potabilizadoras la boca y san roque continúan operando con normalidad,2,0,1,0,https://twitter.com/ayd_monterrey/status/1803981647546900895#m,,,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",mientras que las presas cerro prieto cuchillo y libertad tardarán hasta hrs en reflejar las ganancias tras las lluvias,1,0,1,0,https://twitter.com/ayd_monterrey/status/1803981642094252227#m,,,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 22, 2024 · 12:22 AM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,156,36,11,3,https://twitter.com/LCAlatorre/status/1804308975107621147#m,"['https://pbs.twimg.com/media/GQoxcUPakAE0iQ5.jpg', 'https://pbs.twimg.com/media/GQoxcU8akAUJZK9.jpg', 'https://pbs.twimg.com/media/GQoxcU8akAYDDUQ.jpg']",,,lluvia
@SISmty,Secretaría de Infraestructura Sostenible Monterrey,"Jun 21, 2024 · 11:48 PM UTC",recuerda que aún hay pronóstico de lluvia por lo que te solicitamos no arrojar basura a la vía pública y así mantener limpias las rejillas de drenaje pluvial contribuyendo a evitar encharcamientos en la ciudad durante estos días así detectamos algunas rejillas,2,1,1,0,https://twitter.com/SISmty/status/1804300337693487493#m,"['https://pbs.twimg.com/media/GQopGHYX0AAmhEG.jpg', 'https://pbs.twimg.com/media/GQopHiAXwAACqmF.jpg']",,,lluvia
@JudithMedrano,Judith Medrano,"Jun 22, 2024 · 12:18 AM UTC",se registra deslave en el cerro del topo chico debido a lluvias en las col unidad el pueblo y fomerrey se evalúan daños y se atiende a vecinos quienes no presentan heridas de gravedad no hay pérdidas humanas en el lugar caen piedras en las orillas del cerro vía pcmty,12,6,0,0,https://twitter.com/JudithMedrano/status/1804307854330913090#m,,['https://video.twimg.com/ext_tw_video/1804307810043244544/pu/pl/aSXyjG0e4pGh55iL.m3u8?tag=12'],,lluvia
@PortalElPunto,Portal El Punto,"Jun 22, 2024 · 12:16 AM UTC",anuncia colosioriojas evaluación de daños por lluvias y anticipa plan de contingencia vial en mtygob,0,1,0,0,https://twitter.com/PortalElPunto/status/1804307470254293226#m,['https://pbs.twimg.com/media/GQowDbtXkAA5Nn_.jpg'],,,lluvia
@PorvenirMx,El Porvenir MX,"Jun 21, 2024 · 10:53 PM UTC",seguridad i esta mañana se reportó un deslave en el cerro del topo chico tras la intensa lluvia reportada este jueves por la tormenta tropical alberto mtyfollow,3,1,0,0,https://twitter.com/PorvenirMx/status/1804286647661658136#m,,['https://video.twimg.com/ext_tw_video/1804286497740529664/pu/pl/0ZphdCrjhDwsWNjH.m3u8?tag=12'],,lluvia
@cesarmty,César Cepeda,"Jun 21, 2024 · 11:23 PM UTC",con dirección al cuchillo así el trasvase hoy en la presa la boca en santiago tras las lluvias de la tormenta roberto en nuevoleon saben por qué se llama la boca,102,16,8,0,https://twitter.com/cesarmty/status/1804294062687588586#m,,['https://video.twimg.com/ext_tw_video/1804293776178819072/pu/pl/sut7-hfkaMhEzPyq.m3u8?tag=12'],,lluvia
@Informativo3651,Informativo365,"Jun 21, 2024 · 7:53 PM UTC",lluvias tormentatropical alberto captan a grupo de personas arrojando basura al ríopilón en montemorelosnl al menos siete bolsas de desechos fueron arrojadas al afluente,31,11,7,2,https://twitter.com/Informativo3651/status/1804241189878517820#m,"['https://pbs.twimg.com/media/GQnzLfgW0AA-WcU.jpg', 'https://pbs.twimg.com/media/GQnzLffXsAAJ0UW.jpg']",,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 9:28 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm somosconagua,792,107,28,14,https://twitter.com/LCAlatorre/status/1804265183151550757#m,,,,lluvia
@telediariomty,@telediariomty,"Jun 21, 2024 · 6:42 PM UTC",aparecen cascadas tras lluvias en viviendas en col topo chico telediariovespertino con licmariajulia y erikreportero,27,6,2,0,https://twitter.com/telediariomty/status/1804223268041196028#m,,['https://video.twimg.com/amplify_video/1804221831856939008/pl/vhxaod-NawcOVNCz.m3u8?tag=14'],,lluvia
@cesarmty,César Cepeda,"Jun 21, 2024 · 6:20 PM UTC",importante la presa el cuchillo el embalse de agua más grande de nuevo león alcanzó hoy el de almacenamiento gracias a las lluvias de alberto se espera que en los próximos días siga captando agua hasta alcanzar un de su capacidad que millones dmts,1048,100,26,4,https://twitter.com/cesarmty/status/1804217895267791336#m,['https://pbs.twimg.com/media/GQnd0O-W0AAxO3k.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 6:26 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,973,132,39,16,https://twitter.com/LCAlatorre/status/1804219252544880998#m,,,,lluvia
@cesarmty,César Cepeda,"Jun 21, 2024 · 2:24 PM UTC",importante hay dos zonas de baja presión una en campeche y otra en bahamas con posibilidades de convertirse en tormentas en los próximos días como fue alberto y podría traer lluvias a nuevo león monterrey tamaulipas vía conaguaclima,118,20,1,0,https://twitter.com/cesarmty/status/1804158530510872954#m,['https://pbs.twimg.com/media/GQmoHgWXIAAm9MH.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 4:46 PM UTC",al corte de las de este viernes así luce la presa la boca tras las fuertes lluvias en la entidad,232,33,1,0,https://twitter.com/ABCNoticiasMX/status/1804194132841132380#m,,['https://video.twimg.com/ext_tw_video/1804194078998802432/pu/pl/SOhZJb5t4hT3XJ-R.m3u8?tag=12'],,lluvia
@elnortelocal,elnortelocal,"Jun 21, 2024 · 4:50 PM UTC",entérate tras las lluvias de alberto el gobernador samuel garcía se compromete a arrancar el lunes la reconstrucción de los daños en el par vial,8,1,2,0,https://twitter.com/elnortelocal/status/1804195172462522809#m,,,,lluvia
@angelcharlsmty,Angel Charles,"Jun 21, 2024 · 4:49 PM UTC",para dimensionar la cantidad de lluvia que cayó en las últimas hrs en nl en la estación de la presa la boca han caído casi milímetros en promedio en nl llueven milímetros al año en días ha caído el de lo que llueve en el año,43,9,1,0,https://twitter.com/angelcharlsmty/status/1804195000315502909#m,,,,lluvia
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 4:12 PM UTC",precauciónvial fidel velazquezbarragan abierto y aforo fluido encharcamientos menores maneje con precaución saldrá el sol por momentos no se confíen seguirán lluvias cicmty gobsannicolas camiondesde lilyolivaresc chaledelafuente,67,26,5,0,https://twitter.com/daniel_carrillo/status/1804185510429982926#m,['https://pbs.twimg.com/media/GQnBKCwXwAAxvkr.jpg'],,,lluvia
@GermanMSantoyo,Germán A. Martínez Santoyo,"Jun 21, 2024 · 2:58 PM UTC",un canal de bajapresión en la sierra madre occidental y centro de provocará lluvias torrenciales en gro oax pue y ver intensas en camp tamps chis col hgo jal mich qroo slp tab y yuc muy fuertes en edomex gto mor nay nl qro y tlax,55,22,1,2,https://twitter.com/GermanMSantoyo/status/1804166978799563137#m,['https://pbs.twimg.com/media/GQmvCSjXYAEASjW.jpg'],,,lluvia
@jcarlos_INFO7,Juan C. Maldonado,"Jun 21, 2024 · 3:58 PM UTC",los escurrimientos ahora seran el foco de atención de los cerros que rodean a la ciudad siguen bajando grandes cantidades de agua imágenes del interior de una casa en la colonia fomerrey monterrey lluvias,5,3,0,0,https://twitter.com/jcarlos_INFO7/status/1804182028268515519#m,,['https://video.twimg.com/ext_tw_video/1804182009989750784/pu/pl/AeyD1_3UtS3L4ddr.m3u8?tag=12'],,lluvia
